년,월,일,시군구코드,시군구,법정동,아파트명,거래가격,전용면적
2018,4,1~10,28237,인천광역시 부평구, 부평동,부평LH 2단지,"20,302",59.96
2018,4,1~10,28237,인천광역시 부평구, 부평동,부평LH 2단지,"16,242",59.96
2018,4,11~20,28237,인천광역시 부평구, 부평동,세인트뷰,"19,500",48.586
2018,4,11~20,28237,인천광역시 부평구, 부평동,부평LH 2단지,"16,595",59.98
2018,4,1~10,28237,인천광역시 부평구, 십정동,동암신동아,"21,000",59.8
2018,4,1~10,28237,인천광역시 부평구, 산곡동,현대2차,"25,900",72.54
2018,4,1~10,28237,인천광역시 부평구, 산곡동,한화2단지,"24,250",59.88
2018,4,1~10,28237,인천광역시 부평구, 산곡동,동남,"15,800",52.92
2018,4,1~10,28237,인천광역시 부평구, 산곡동,현대2차,"27,700",84.96
2018,4,1~10,28237,인천광역시 부평구, 산곡동,한신(137-8),"14,800",41.29
2018,4,1~10,28237,인천광역시 부평구, 산곡동,우성5차,"14,350",41.13
2018,4,1~10,28237,인천광역시 부평구, 청천동,현광,"12,300",53.31
2018,4,1~10,28237,인천광역시 부평구, 삼산동,삼산타운주공1단지,"32,500",59.99
2018,4,1~10,28237,인천광역시 부평구, 삼산동,광명13차,"14,200",57.42
2018,4,1~10,28237,인천광역시 부평구, 삼산동,삼산타운주공1단지,"28,000",51.86
2018,4,1~10,28237,인천광역시 부평구, 삼산동,태산,"13,000",64.86
2018,4,1~10,28237,인천광역시 부평구, 갈산동,삼성홈타운,"25,500",80.73
2018,4,1~10,28237,인천광역시 부평구, 부개동,대진,"13,500",39.6
2018,4,1~10,28237,인천광역시 부평구, 부개동,뉴서울,"15,500",39.48
2018,4,1~10,28237,인천광역시 부평구, 부개동,부개주공1,"28,000",59.56
2018,4,1~10,28237,인천광역시 부평구, 일신동,일신주공아파트(100~112동),"20,400",59.97
2018,4,1~10,28237,인천광역시 부평구, 일신동,풍림아파트(101~110동),"24,500",84.977
2018,4,1~10,28245,인천광역시 계양구, 효성동,동서A동,"10,000",52.79
2018,4,1~10,28245,인천광역시 계양구, 효성동,효성동3차뉴서울,"22,050",84.69
2018,4,1~10,28245,인천광역시 계양구, 효성동,뉴서울2,"7,800",34.74
2018,4,1~10,28245,인천광역시 계양구, 계산동,극동,"12,900",38.13
2018,4,1~10,28245,인천광역시 계양구, 계산동,서해3,"17,000",59.97
2018,4,1~10,28245,인천광역시 계양구, 작전동,도두리마을동보,"9,700",23.85
2018,4,1~10,28245,인천광역시 계양구, 작전동,한화,"20,000",59.34
2018,4,1~10,28245,인천광역시 계양구, 작전동,뉴서울1,"10,500",39.24
2018,4,1~10,28245,인천광역시 계양구, 작전동,대진,"17,000",63.37
2018,4,1~10,28245,인천광역시 계양구, 작전동,신진,"11,500",43.2
2018,4,1~10,28245,인천광역시 계양구, 작전동,삼천리,"10,000",41.884
2018,4,1~10,28245,인천광역시 계양구, 용종동,인천 계양 코아루 센트럴파크,"40,300",84.75
2018,4,1~10,28245,인천광역시 계양구, 병방동,학마을한진,"19,000",49.77
2018,4,1~10,28245,인천광역시 계양구, 병방동,학마을영남,"24,500",59.94
2018,4,1~10,28245,인천광역시 계양구, 이화동,신동아파밀리에,"27,000",84.9401
2018,4,1~10,28260,인천광역시 서구, 경서동,청라동문굿모닝힐,"46,000",125.586
2018,4,1~10,28260,인천광역시 서구, 경서동,청라반도유보라2.0,"45,000",121.7338
2018,4,1~10,28260,인천광역시 서구, 경서동,가이아샹베르2차,"22,250",84.5496
2018,4,1~10,28260,인천광역시 서구, 경서동,청라동문굿모닝힐,"46,000",125.586
2018,4,1~10,28260,인천광역시 서구, 경서동,청라더샵레이크파크,"82,000",137.224
2018,4,1~10,28260,인천광역시 서구, 연희동,호반베르디움(762-4),"38,000",84.9925
2018,4,1~10,28260,인천광역시 서구, 연희동,서해그랑블,"32,500",59.9744
2018,4,1~10,28260,인천광역시 서구, 연희동,우성,"19,700",84.692
2018,4,1~10,28260,인천광역시 서구, 연희동,태영,"18,000",59.24
2018,4,1~10,28260,인천광역시 서구, 심곡동,극동늘푸른,"19,000",59.795
2018,4,1~10,28260,인천광역시 서구, 가정동,한국,"20,100",84.06
2018,4,1~10,28260,인천광역시 서구, 신현동,신현이편한세상하늘채,"33,400",84.992
2018,4,1~10,28260,인천광역시 서구, 신현동,원흥,"14,000",66.4
2018,4,1~10,28260,인천광역시 서구, 석남동,우림필유,"23,500",84.924
2018,4,1~10,28260,인천광역시 서구, 석남동,우림필유,"20,000",59.8291
2018,4,1~10,28260,인천광역시 서구, 가좌동,유영아파트,"18,700",55.559
2018,4,1~10,28260,인천광역시 서구, 가좌동,세우,"13,200",67.47
2018,4,1~10,28260,인천광역시 서구, 가좌동,풍림,"21,600",84.765
2018,4,1~10,28260,인천광역시 서구, 가좌동,한신휴플러스,"27,000",84.95
2018,4,1~10,28260,인천광역시 서구, 가좌동,진주3,"20,000",76.7
2018,4,1~10,28260,인천광역시 서구, 마전동,이지미래지향(검단1지구 44BL 6L),"22,000",84.6592
2018,4,1~10,28260,인천광역시 서구, 마전동,마전1차풍림아이원,"20,000",84.7842
2018,4,1~10,28260,인천광역시 서구, 마전동,이지2차미래지향(검단1지구46BL 2L),"22,900",84.9809
2018,4,1~10,28260,인천광역시 서구, 마전동,이지미래지향(검단1지구 44BL 6L),"22,000",84.6592
2018,4,1~10,28260,인천광역시 서구, 당하동,당하푸르지오(당하지구 46BL 2L),"29,000",84.943
2018,4,1~10,28260,인천광역시 서구, 원당동,금호어울림2차(원당지구 80BL 3L),"25,500",84.9949
2018,4,1~10,28260,인천광역시 서구, 원당동,원당LG자이(원당지구 69BL 1L),"26,800",84.9511
2018,4,1~10,28260,인천광역시 서구, 왕길동,드림파크어울림1단지,"25,000",84.9438
2018,4,1~10,28260,인천광역시 서구, 왕길동,신명스카이뷰드림,"21,500",84.9378
2018,4,1~10,28260,인천광역시 서구, 왕길동,드림파크어울림1단지,"24,200",84.9438
2018,4,1~10,28260,인천광역시 서구, 불로동,퀸스타운(동성),"16,000",59.97
2018,4,1~10,28260,인천광역시 서구, 불로동,월드,"16,000",59.77
2018,4,1~10,28260,인천광역시 서구, 불로동,퀸스타운(길훈),"16,600",59.72
2018,4,1~10,29110,광주광역시 동구, 대인동,루체클래식,"15,000",47.063
2018,4,11~20,29110,광주광역시 동구, 대인동,루체클래식,"17,100",48.8687
2018,4,11~20,29110,광주광역시 동구, 대인동,루체클래식,"15,000",47.063
2018,4,11~20,29110,광주광역시 동구, 대인동,루체클래식,"16,500",47.2552
2018,4,11~20,29110,광주광역시 동구, 금남로5가,AM-City 하이클래스,"12,930",26.4345
2018,4,1~10,29110,광주광역시 동구, 계림동,대명,"9,000",76.05
2018,4,1~10,29110,광주광역시 동구, 산수동,금호두암타운,"20,400",94.58
2018,4,11~20,29110,광주광역시 동구, 지산동,지산휴먼시아,"26,200",84.96
2018,4,1~10,29110,광주광역시 동구, 소태동,진아하이빌,"18,400",83.3199
2018,4,1~10,29110,광주광역시 동구, 운림동,무등파크맨션3차,"12,800",59.76
2018,4,11~20,29110,광주광역시 동구, 운림동,라인1차,"19,000",84.7
2018,4,1~10,29110,광주광역시 동구, 학동,아남,"15,300",59.06
2018,4,1~10,29140,광주광역시 서구, 양동,양동 휴먼시아,"22,300",74.9
2018,4,1~10,29140,광주광역시 서구, 양동,우진,"7,000",71.41
2018,4,1~10,29140,광주광역시 서구, 양동,그린파크,"10,800",59.85
2018,4,11~20,29140,광주광역시 서구, 양동,양동 휴먼시아,"23,500",84.87
2018,4,11~20,29140,광주광역시 서구, 양동,양동 휴먼시아,"19,100",59.98
2018,4,11~20,29140,광주광역시 서구, 양동,초원파크,"10,200",83.25
2018,4,1~10,29140,광주광역시 서구, 농성동,농성동유탑유블레스,"5,500",19.7906
2018,4,1~10,29140,광주광역시 서구, 농성동,농성동유탑유블레스,"5,600",19.7906
2018,4,1~10,29140,광주광역시 서구, 광천동,e편한세상,"51,400",113.7384
2018,4,1~10,29140,광주광역시 서구, 유촌동,버들마을,"15,600",59.85
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,광명하이츠,"14,900",84.93
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,현대,"15,950",59.36
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,광명하이츠,"16,000",84.93
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,광명하이츠,"15,000",84.96
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,일신,"14,800",59.87
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,상무힐스테이트,"59,000",163.8414
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,현대,"21,700",84.42
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,명지,"19,650",84.78
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,빛고을파크,"13,300",59.85
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,상무힐스테이트,"82,700",190.7811
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,광명중흥,"19,500",84.99
2018,4,1~10,29140,광주광역시 서구, 쌍촌동,신천힐탑맨션,"26,500",120.525
2018,4,11~20,29140,광주광역시 서구, 쌍촌동,중흥에스-클래스,"23,500",59.9854
2018,4,11~20,29140,광주광역시 서구, 쌍촌동,중흥에스-클래스,"26,700",59.9854
2018,4,1~10,29140,광주광역시 서구, 화정동,현대힐스테이트2단지,"39,000",84.98
2018,4,1~10,29140,광주광역시 서구, 화정동,금호타운3,"13,300",59.88
2018,4,1~10,29140,광주광역시 서구, 화정동,우성2,"9,200",51.44
2018,4,1~10,29140,광주광역시 서구, 화정동,우성2,"8,000",59
2018,4,1~10,29140,광주광역시 서구, 화정동,우성2,"10,450",51.44
2018,4,1~10,29140,광주광역시 서구, 화정동,현대힐스테이트2단지,"39,600",84.97
2018,4,1~10,29140,광주광역시 서구, 화정동,우성2,"12,300",59
2018,4,11~20,29140,광주광역시 서구, 화정동,염주주공,"27,000",54.09
2018,4,11~20,29140,광주광역시 서구, 화정동,럭키,"11,500",52.56
2018,4,11~20,29140,광주광역시 서구, 화정동,남화,"18,400",84.87
2018,4,11~20,29140,광주광역시 서구, 화정동,호반,"12,950",59.85
2018,4,11~20,29140,광주광역시 서구, 화정동,염주주공,"23,000",49.22
2018,4,1~10,29140,광주광역시 서구, 치평동,라인동산,"19,300",59.87
2018,4,1~10,29140,광주광역시 서구, 치평동,상무1차우미,"13,500",59.88
2018,4,1~10,29140,광주광역시 서구, 치평동,상무지구리채시티,"7,250",20.0778
2018,4,1~10,29140,광주광역시 서구, 치평동,대우금호,"17,900",59.94
2018,4,1~10,29140,광주광역시 서구, 치평동,상무1차우미,"15,500",59.88
2018,4,1~10,29140,광주광역시 서구, 치평동,해광한신,"14,200",55.422
2018,4,1~10,29140,광주광역시 서구, 치평동,상무에스케이뷰,"69,500",114.9783
2018,4,1~10,29140,광주광역시 서구, 치평동,중흥(1168-1),"28,000",84.93
2018,4,1~10,29140,광주광역시 서구, 치평동,상무지구리채시티,"7,970",20.0778
2018,4,1~10,29140,광주광역시 서구, 치평동,대우금호,"19,500",59.94
2018,4,1~10,29140,광주광역시 서구, 치평동,상무에스케이뷰,"52,700",84.9758
2018,4,1~10,29140,광주광역시 서구, 치평동,대주,"13,600",49.88
2018,4,1~10,29140,광주광역시 서구, 치평동,대주,"18,800",59.955
2018,4,1~10,29140,광주광역시 서구, 치평동,상무광명메이루즈,"32,000",84.9476
2018,4,1~10,29140,광주광역시 서구, 치평동,상무리채2,"9,200",20.1489
2018,4,1~10,29140,광주광역시 서구, 치평동,호반,"15,850",59.91
2018,4,1~10,29140,광주광역시 서구, 치평동,금호대우,"18,900",59.94
2018,4,1~10,29140,광주광역시 서구, 치평동,금호대우,"19,500",59.94
2018,4,11~20,29140,광주광역시 서구, 치평동,금호대우,"17,200",59.94
2018,4,11~20,29140,광주광역시 서구, 치평동,상무1차우미,"14,300",59.76
2018,4,11~20,29140,광주광역시 서구, 치평동,금호3,"26,800",84.87
2018,4,1~10,29140,광주광역시 서구, 내방동,내방마을주공,"15,600",59.21
2018,4,1~10,29140,광주광역시 서구, 풍암동,부영APT(신암마을),"21,000",80.1864
2018,4,1~10,29140,광주광역시 서구, 풍암동,새한센시빌,"23,200",82.6212
2018,4,1~10,29140,광주광역시 서구, 풍암동,중흥호반,"16,700",59.88
2018,4,1~10,29140,광주광역시 서구, 풍암동,주은모아,"17,200",59.28
2018,4,1~10,29140,광주광역시 서구, 풍암동,중흥호반,"17,000",59.88
2018,4,1~10,29140,광주광역시 서구, 풍암동,현대,"13,680",59.95
2018,4,1~10,29140,광주광역시 서구, 풍암동,금호2,"33,500",122.39
2018,4,11~20,29140,광주광역시 서구, 풍암동,삼능남양,"17,000",60
2018,4,11~20,29140,광주광역시 서구, 풍암동,우미광장,"15,000",59.955
2018,4,1~10,29140,광주광역시 서구, 금호동,삼능공간,"17,250",84.92
2018,4,1~10,29140,광주광역시 서구, 금호동,금호2지구도시공사,"15,400",59.94
2018,4,1~10,29140,광주광역시 서구, 금호동,호반리젠시빌5차,"27,000",84.891
2018,4,1~10,29140,광주광역시 서구, 금호동,대주파크빌,"17,900",59.99
2018,4,1~10,29140,광주광역시 서구, 금호동,대주파크빌,"18,500",59.99
2018,4,1~10,29140,광주광역시 서구, 금호동,금호시영,"8,000",39.78
2018,4,11~20,29140,광주광역시 서구, 금호동,호반리젠시빌2차,"24,000",84.994
2018,4,11~20,29140,광주광역시 서구, 금호동,송촌파인힐,"21,600",84.75
2018,4,11~20,29140,광주광역시 서구, 금호동,대주파크빌,"24,600",84.82
2018,4,11~20,29140,광주광역시 서구, 금호동,중흥,"16,500",59.46
2018,4,11~20,29140,광주광역시 서구, 금호동,대주파크빌,"24,600",84.82
2018,4,1~10,29140,광주광역시 서구, 동천동,동천마을2단지휴먼시아,"25,600",75.99
2018,4,1~10,29140,광주광역시 서구, 동천동,휴먼시아3단지,"24,800",75.72
2018,4,1~10,29140,광주광역시 서구, 동천동,동천마을2단지휴먼시아,"25,000",75.99
2018,4,11~20,29140,광주광역시 서구, 동천동,휴먼시아3단지,"28,800",84.95
2018,4,1~10,29155,광주광역시 남구, 월산동,덕림제일파크,"13,000",84.78
2018,4,1~10,29155,광주광역시 남구, 월산동,월산우방아이유쉘,"28,500",84.8942
2018,4,11~20,29155,광주광역시 남구, 월산동,보라,"6,000",45.21
2018,4,11~20,29155,광주광역시 남구, 백운동,힐스테이트백운,"32,000",77.5416
2018,4,1~10,29155,광주광역시 남구, 주월동,신천그린,"13,000",84.92
2018,4,1~10,29155,광주광역시 남구, 주월동,영무예다음2차,"13,300",59.6308
2018,4,1~10,29155,광주광역시 남구, 주월동,송림,"12,500",79.7
2018,4,1~10,29155,광주광역시 남구, 주월동,명지,"20,700",125.55
2018,4,1~10,29155,광주광역시 남구, 주월동,극동마이다스빌2차,"11,400",43.5572
2018,4,1~10,29155,광주광역시 남구, 주월동,장미,"15,000",49.65
2018,4,1~10,29155,광주광역시 남구, 주월동,신영루체빌,"9,000",44.1985
2018,4,1~10,29155,광주광역시 남구, 주월동,신천그린,"12,900",84.92
2018,4,1~10,29155,광주광역시 남구, 주월동,장미,"22,000",83.98
2018,4,11~20,29155,광주광역시 남구, 주월동,라인가든2,"12,000",84.51
2018,4,1~10,29155,광주광역시 남구, 노대동,휴먼시아7단지,"31,150",84.96
2018,4,1~10,29155,광주광역시 남구, 진월동,진월3차삼익세라믹아파트,"19,100",84.92
2018,4,1~10,29155,광주광역시 남구, 진월동,진아하이빌,"23,000",82.4155
2018,4,1~10,29155,광주광역시 남구, 진월동,삼송,"8,500",72.36
2018,4,1~10,29155,광주광역시 남구, 진월동,한신2,"15,000",59.98
2018,4,1~10,29155,광주광역시 남구, 진월동,호반,"6,500",32.16
2018,4,1~10,29155,광주광역시 남구, 진월동,한국아델리움,"46,000",93.5552
2018,4,1~10,29155,광주광역시 남구, 진월동,대주1,"15,000",84.41
2018,4,1~10,29155,광주광역시 남구, 진월동,새한,"16,400",59.94
2018,4,11~20,29155,광주광역시 남구, 행암동,효천LH천년나무4단지,"29,300",84.98
2018,4,1~10,29155,광주광역시 남구, 송하동,금호타운,"13,000",59.55
2018,4,1~10,29155,광주광역시 남구, 송하동,삼익,"14,550",75.15
2018,4,11~20,29155,광주광역시 남구, 양림동,휴먼시아1단지,"27,200",84.7
2018,4,11~20,29155,광주광역시 남구, 양림동,휴먼시아1단지,"29,900",84.7
2018,4,1~10,29155,광주광역시 남구, 방림동,금호맨션,"18,400",84.84
2018,4,1~10,29155,광주광역시 남구, 방림동,방림명지로드힐,"31,707",84.882
2018,4,1~10,29155,광주광역시 남구, 방림동,광명샤인빌,"20,000",84.9562
2018,4,1~10,29155,광주광역시 남구, 방림동,금호맨션,"11,100",59.75
2018,4,1~10,29155,광주광역시 남구, 방림동,삼일,"16,200",78.18
2018,4,11~20,29155,광주광역시 남구, 방림동,방림휴먼시아,"28,500",84.82
2018,4,11~20,29155,광주광역시 남구, 방림동,삼일,"15,400",73.92
2018,4,1~10,29155,광주광역시 남구, 봉선동,모아1단지1차,"11,500",59.4
2018,4,1~10,29155,광주광역시 남구, 봉선동,무등파크2,"22,500",84.64
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인하이츠,"9,500",49.97
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인2,"18,200",59.89
2018,4,1~10,29155,광주광역시 남구, 봉선동,금호타운1,"24,800",84.83
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인2,"18,600",59.89
2018,4,1~10,29155,광주광역시 남구, 봉선동,봉선지웰,"36,650",84.82
2018,4,1~10,29155,광주광역시 남구, 봉선동,금호타운1,"49,800",146.7
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인하이츠,"11,550",59.9
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인광장1,"12,400",59.93
2018,4,1~10,29155,광주광역시 남구, 봉선동,모아2차,"9,500",47.65
2018,4,1~10,29155,광주광역시 남구, 봉선동,무등파크2,"16,700",84.73
2018,4,1~10,29155,광주광역시 남구, 봉선동,금호타운1,"24,000",84.52
2018,4,1~10,29155,광주광역시 남구, 봉선동,라인하이츠,"9,900",49.97
2018,4,11~20,29155,광주광역시 남구, 봉선동,라인하이츠,"8,100",35.64
2018,4,11~20,29155,광주광역시 남구, 봉선동,무등파크2,"18,200",84.73
2018,4,11~20,29155,광주광역시 남구, 봉선동,금호타운1,"24,000",84.83
2018,4,11~20,29155,광주광역시 남구, 봉선동,라인하이츠,"6,900",31.8
2018,4,11~20,29155,광주광역시 남구, 봉선동,무등파크3차(2단지),"15,500",84.73
2018,4,11~20,29155,광주광역시 남구, 봉선동,금호타운1,"24,200",84.52
2018,4,11~20,29155,광주광역시 남구, 봉선동,금호타운1,"24,200",84.83
2018,4,11~20,29155,광주광역시 남구, 봉선동,금호타운1,"24,000",84.52
2018,4,11~20,29155,광주광역시 남구, 봉선동,모아2차,"9,800",47.65
2018,4,11~20,29170,광주광역시 북구, 임동,임동2차국제미소래아파트,"16,760",59.4918
2018,4,1~10,29170,광주광역시 북구, 용봉동,휴먼시아,"23,800",84.93
2018,4,1~10,29170,광주광역시 북구, 용봉동,대주파크빌1차,"20,700",84.8743
2018,4,1~10,29170,광주광역시 북구, 용봉동,금호,"15,750",84.93
2018,4,1~10,29170,광주광역시 북구, 용봉동,호반,"15,000",84.99
2018,4,1~10,29170,광주광역시 북구, 용봉동,한화꿈에그린,"26,900",84.8797
2018,4,1~10,29170,광주광역시 북구, 용봉동,유창하이리빙맨션2,"11,600",69.5
2018,4,11~20,29170,광주광역시 북구, 용봉동,유창하이리빙맨션1,"13,600",84.78
2018,4,1~10,29170,광주광역시 북구, 동림동,동림푸른주공3,"13,000",59.99
2018,4,1~10,29170,광주광역시 북구, 동림동,동림푸른주공3,"14,250",59.99
2018,4,1~10,29170,광주광역시 북구, 동림동,우미2,"8,000",59.79
2018,4,1~10,29170,광주광역시 북구, 동림동,유일가든,"8,000",59.82
2018,4,1~10,29170,광주광역시 북구, 운암동,벽산블루밍메가씨티3단지,"27,000",84.7489
2018,4,1~10,29170,광주광역시 북구, 운암동,동일,"14,200",84.93
2018,4,1~10,29170,광주광역시 북구, 운암동,성심,"9,000",64.35
2018,4,1~10,29170,광주광역시 북구, 운암동,미라보3,"17,200",84.98
2018,4,11~20,29170,광주광역시 북구, 운암동,한국,"11,550",59.88
2018,4,11~20,29170,광주광역시 북구, 운암동,주공3,"11,500",47.33
2018,4,1~10,29170,광주광역시 북구, 우산동,현대,"22,000",113.52
2018,4,1~10,29170,광주광역시 북구, 문흥동,광명,"10,500",59.965
2018,4,1~10,29170,광주광역시 북구, 문흥동,문흥제일파크,"9,100",49.95
2018,4,1~10,29170,광주광역시 북구, 문흥동,대주3,"12,450",84.9255
2018,4,1~10,29170,광주광역시 북구, 문흥동,일신,"11,700",59.99
2018,4,1~10,29170,광주광역시 북구, 문흥동,중흥파크맨션2,"13,900",59.97
2018,4,1~10,29170,광주광역시 북구, 문흥동,라인,"11,000",59.97
2018,4,1~10,29170,광주광역시 북구, 문흥동,문흥제일파크,"9,300",49.95
2018,4,1~10,29170,광주광역시 북구, 문흥동,문흥제일파크,"9,350",49.95
2018,4,1~10,29170,광주광역시 북구, 문흥동,해광,"15,000",84.96
2018,4,11~20,29170,광주광역시 북구, 문흥동,우성,"14,800",96.64
2018,4,11~20,29170,광주광역시 북구, 문흥동,광명,"11,400",59.965
2018,4,11~20,29170,광주광역시 북구, 문흥동,주공,"8,700",45.77
2018,4,11~20,29170,광주광역시 북구, 문흥동,주공1,"10,800",46.68
2018,4,1~10,29170,광주광역시 북구, 각화동,휴먼파크 서희스타힐스,"22,600",84.745
2018,4,11~20,29170,광주광역시 북구, 각화동,휴먼파크 서희스타힐스,"28,480",84.745
2018,4,11~20,29170,광주광역시 북구, 각화동,휴먼파크 서희스타힐스,"20,500",84.745
2018,4,1~10,29170,광주광역시 북구, 두암동,두암현대,"17,350",84.97
2018,4,1~10,29170,광주광역시 북구, 두암동,두암현대,"14,100",59.84
2018,4,1~10,29170,광주광역시 북구, 두암동,양서맨션,"10,000",76.69
2018,4,1~10,29170,광주광역시 북구, 두암동,부영,"10,700",60
2018,4,11~20,29170,광주광역시 북구, 두암동,미라보4,"9,000",59.925
2018,4,11~20,29170,광주광역시 북구, 두암동,율곡타운(주공1),"7,100",41.85
2018,4,11~20,29170,광주광역시 북구, 두암동,주공3,"7,500",41.85
2018,4,1~10,29170,광주광역시 북구, 오치동,오치,"6,450",57.19
2018,4,1~10,29170,광주광역시 북구, 오치동,공간,"10,300",59.83
2018,4,11~20,29170,광주광역시 북구, 오치동,주공,"8,650",52.09
2018,4,11~20,29170,광주광역시 북구, 오치동,중도다이아빌,"4,250",31.99
2018,4,1~10,29170,광주광역시 북구, 삼각동,삼각동서라,"11,100",59.965
2018,4,1~10,29170,광주광역시 북구, 삼각동,호반,"6,000",42.51
2018,4,1~10,29170,광주광역시 북구, 매곡동,삼익,"13,500",84.87
2018,4,1~10,29170,광주광역시 북구, 매곡동,부림1,"9,800",59.79
2018,4,1~10,29170,광주광역시 북구, 매곡동,호반2,"10,800",59.95
2018,4,1~10,29170,광주광역시 북구, 일곡동,호반일신,"13,400",59.935
2018,4,1~10,29170,광주광역시 북구, 일곡동,대림1,"16,000",59.935
2018,4,1~10,29170,광주광역시 북구, 일곡동,진로,"15,400",59.36
2018,4,1~10,29170,광주광역시 북구, 일곡동,대우,"11,200",54.282
2018,4,1~10,29170,광주광역시 북구, 일곡동,대우,"11,700",54.282
2018,4,1~10,29170,광주광역시 북구, 일곡동,한국,"13,000",59.94
2018,4,11~20,29170,광주광역시 북구, 일곡동,청솔4차,"6,800",48.45
2018,4,11~20,29170,광주광역시 북구, 일곡동,청솔,"9,240",48.45
2018,4,11~20,29170,광주광역시 북구, 일곡동,현대1,"13,000",59.36
2018,4,11~20,29170,광주광역시 북구, 일곡동,대우,"14,500",59.946
2018,4,11~20,29170,광주광역시 북구, 일곡동,청솔2차,"9,300",48.45
2018,4,11~20,29170,광주광역시 북구, 일곡동,현대3,"18,000",84.985
2018,4,1~10,29170,광주광역시 북구, 양산동,호반리젠시빌,"7,850",37.479
2018,4,1~10,29170,광주광역시 북구, 양산동,호반,"7,750",37.83
2018,4,1~10,29170,광주광역시 북구, 양산동,호반,"7,600",37.83
2018,4,1~10,29170,광주광역시 북구, 양산동,동남맨션3,"7,570",52.05
2018,4,1~10,29170,광주광역시 북구, 양산동,호반리젠시빌,"7,400",37.479
2018,4,1~10,29170,광주광역시 북구, 양산동,한국,"16,000",84.93
2018,4,1~10,29170,광주광역시 북구, 양산동,일신1차,"12,200",59.835
2018,4,11~20,29170,광주광역시 북구, 양산동,우미,"8,600",49.77
2018,4,11~20,29170,광주광역시 북구, 양산동,일신1차,"12,770",59.785
2018,4,1~10,29170,광주광역시 북구, 연제동,연제 대광 로제비앙 ,"26,500",84.6216
2018,4,1~10,29170,광주광역시 북구, 신용동,광주첨단2지구 호반베르디움2단지,"45,000",84.984
2018,4,1~10,29170,광주광역시 북구, 신용동,첨단자이2차,"30,500",84.9783
2018,4,1~10,29170,광주광역시 북구, 신용동,용두주공,"11,000",49.29
2018,4,1~10,29170,광주광역시 북구, 신용동,용두주공,"12,000",59.99
2018,4,1~10,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"27,000",65.6043
2018,4,1~10,29170,광주광역시 북구, 신용동,광주첨단2지구 호반베르디움 1단지,"35,800",84.9839
2018,4,1~10,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"24,300",65.5173
2018,4,1~10,29170,광주광역시 북구, 신용동,제일풍경채 리버파크,"29,300",67.8149
2018,4,1~10,29170,광주광역시 북구, 신용동,첨단2지구중흥에스-클래스,"37,700",84.9946
2018,4,1~10,29170,광주광역시 북구, 신용동,용두주공,"12,000",59.99
2018,4,1~10,29170,광주광역시 북구, 신용동,광주첨단2지구 호반베르디움2단지,"36,800",84.9419
2018,4,1~10,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"26,500",65.6043
2018,4,1~10,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"38,000",84.3957
2018,4,1~10,29170,광주광역시 북구, 신용동,첨단2지구중흥에스-클래스,"37,900",84.9946
2018,4,11~20,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"25,500",65.6043
2018,4,11~20,29170,광주광역시 북구, 신용동,첨단2지구중흥에스-클래스,"37,000",84.9976
2018,4,11~20,29170,광주광역시 북구, 신용동,첨단2지구중흥에스-클래스,"36,900",84.9946
2018,4,11~20,29170,광주광역시 북구, 신용동,한양수자인리버뷰,"25,450",65.6043
2018,4,11~20,29170,광주광역시 북구, 신용동,제일풍경채 리버파크,"29,600",67.8149
2018,4,1~10,29170,광주광역시 북구, 용두동,양산타운,"11,000",59.715
2018,4,11~20,29170,광주광역시 북구, 용두동,양산타운,"11,000",59.715
2018,4,1~10,29200,광주광역시 광산구, 송정동,대덕9,"12,500",59.925
2018,4,1~10,29200,광주광역시 광산구, 송정동,라인2,"17,300",84.99
2018,4,1~10,29200,광주광역시 광산구, 송정동,금강3차,"12,400",59.84
2018,4,1~10,29200,광주광역시 광산구, 송정동,라인2,"11,900",59.87
2018,4,11~20,29200,광주광역시 광산구, 송정동,금강3차,"10,500",59.94
2018,4,11~20,29200,광주광역시 광산구, 송정동,마이다스빌,"8,150",50.51
2018,4,11~20,29200,광주광역시 광산구, 송정동,대덕9,"8,900",50.895
2018,4,11~20,29200,광주광역시 광산구, 송정동,모아,"7,300",39.52
2018,4,11~20,29200,광주광역시 광산구, 송정동,라인2,"12,000",59.87
2018,4,1~10,29200,광주광역시 광산구, 도산동,호반1,"8,000",59.95
